idx,name,format,nseq,alen,nres,small,large,avlen,%id
4836,DUF2982,Stockholm,16,166,2418,146,159,151.1,37
4837,DUF2985,Stockholm,71,107,5688,74,96,80.1,39
4838,DUF2986,Stockholm,20,51,880,41,48,44.0,50
4839,DUF2987,Stockholm,18,158,2595,141,149,144.2,27
4840,DUF2989,Stockholm,17,225,3445,194,218,202.6,32
4841,DUF2990,Stockholm,10,66,620,58,64,62.0,48
4842,DUF2992,Stockholm,47,157,6218,121,139,132.3,38
4843,DUF2996,Stockholm,34,125,4045,108,125,119.0,51
4844,DUF2997,Stockholm,58,48,2722,44,48,46.9,37
4845,DUF2999,Stockholm,4,82,328,82,82,82.0,67
4846,DUF3000,Stockholm,71,278,12808,170,205,180.4,45
4847,DUF3005,Stockholm,8,141,957,106,137,119.6,39
4848,DUF3006,Stockholm,107,96,7354,63,82,68.7,30
4849,DUF3007,Stockholm,49,116,4757,94,112,97.1,48
4850,DUF3008,Stockholm,23,57,1311,57,57,57.0,66
4851,DUF3010,Stockholm,24,146,3254,126,139,135.6,38
4852,DUF3011,Stockholm,6,235,1199,194,218,199.8,46
4853,DUF3012,Stockholm,15,32,477,30,32,31.8,54
4854,DUF3013,Stockholm,15,165,2374,153,163,158.3,42
4855,DUF3014,Stockholm,35,208,5584,154,177,159.5,34
4856,DUF3015,Stockholm,22,152,3059,131,143,139.0,35
4857,DUF3016,Stockholm,29,155,3985,131,149,137.4,32
4858,DUF3017,Stockholm,74,82,5420,68,76,73.2,36
4859,DUF3019,Stockholm,17,104,1718,98,103,101.1,24
4860,DUF302,Stockholm,265,89,16644,58,73,62.8,28
4861,DUF3020,Stockholm,34,55,1653,45,55,48.6,46
4862,DUF3021,Stockholm,57,182,7647,122,148,134.2,20
4863,DUF3022,Stockholm,6,108,624,101,107,104.0,46
4864,DUF3023,Stockholm,6,147,784,125,140,130.7,24
4865,DUF3024,Stockholm,19,62,1073,53,62,56.5,27
4866,DUF3025,Stockholm,33,274,6923,199,232,209.8,41
4867,DUF3027,Stockholm,69,290,13694,180,249,198.5,49
4868,DUF3029,Stockholm,26,520,12609,478,496,485.0,45
4869,DUF3034,Stockholm,32,360,8336,246,316,260.5,45
4870,DUF3035,Stockholm,25,150,3447,129,143,137.9,32
4871,DUF3037,Stockholm,93,152,10987,110,131,118.1,38
4872,DUF3038,Stockholm,56,180,9290,156,171,165.9,40
4873,DUF3039,Stockholm,26,57,1459,54,57,56.1,51
4874,DUF3040,Stockholm,101,108,8252,74,93,81.7,33
4875,DUF3042,Stockholm,22,58,1185,51,58,53.9,44
4876,DUF3043,Stockholm,97,226,16938,157,195,174.6,36
4877,DUF3045,Stockholm,1,88,88,88,88,88.0,100
4878,DUF3046,Stockholm,81,64,4980,57,64,61.5,42
4879,DUF3047,Stockholm,51,243,9590,169,203,188.0,31
4880,DUF3048,Stockholm,126,230,18257,136,164,144.9,33
4881,DUF3048_C,Stockholm,131,216,14854,103,142,113.4,25
4882,DUF305,Stockholm,51,206,7930,137,187,155.5,30
4883,DUF3050,Stockholm,57,263,13202,222,239,231.6,45
4884,DUF3051,Stockholm,5,189,945,189,189,189.0,95
4885,DUF3052,Stockholm,69,131,8574,122,127,124.3,50
4886,DUF3053,Stockholm,12,238,2635,216,230,219.6,34
4887,DUF3054,Stockholm,103,155,11226,101,118,109.0,31
4888,DUF3055,Stockholm,26,82,2078,77,81,79.9,46
4889,DUF3060,Stockholm,34,68,1994,55,63,58.6,35
4890,DUF3067,Stockholm,47,127,4613,90,109,98.1,48
4891,DUF3069,Stockholm,9,124,1074,114,120,119.3,36
4892,DUF3071,Stockholm,70,368,12700,156,283,181.4,36
4893,DUF3072,Stockholm,25,59,1405,54,59,56.2,59
4894,DUF3073,Stockholm,65,109,4109,50,91,63.2,47
4895,DUF3074,Stockholm,103,549,22737,175,334,220.7,28
4896,DUF3077,Stockholm,6,79,452,73,77,75.3,48
4897,DUF3078,Stockholm,126,114,11755,88,100,93.3,30
4898,DUF3079,Stockholm,15,51,754,48,51,50.3,66
4899,DUF308,Stockholm,339,92,24275,64,77,71.6,21
4900,DUF3080,Stockholm,17,353,5280,298,334,310.6,24
4901,DUF3081,Stockholm,13,103,1026,76,95,78.9,35
4902,DUF3082,Stockholm,55,91,4357,74,87,79.2,37
4903,DUF3083,Stockholm,5,315,1570,313,315,314.0,52
4904,DUF3084,Stockholm,52,77,3978,73,77,76.5,47
4905,DUF3085,Stockholm,15,97,1341,86,93,89.4,39
4906,DUF3086,Stockholm,34,306,9404,268,305,276.6,57
4907,DUF3087,Stockholm,18,173,3011,163,171,167.3,34
4908,DUF3088,Stockholm,19,113,2076,101,113,109.3,41
4909,DUF3089,Stockholm,37,249,7395,187,212,199.9,31
4910,DUF309,Stockholm,171,74,10109,55,64,59.1,33
4911,DUF3090,Stockholm,49,214,8379,157,189,171.0,44
4912,DUF3091,Stockholm,11,100,1098,98,100,99.8,31
4913,DUF3093,Stockholm,77,170,10927,130,149,141.9,36
4914,DUF3094,Stockholm,4,55,220,55,55,55.0,69
4915,DUF3095,Stockholm,25,422,9356,368,385,374.2,34
4916,DUF3096,Stockholm,21,37,771,36,37,36.7,60
4917,DUF3097,Stockholm,61,312,16460,258,287,269.8,57
4918,DUF3098,Stockholm,61,75,4067,63,74,66.7,45
4919,DUF3099,Stockholm,74,83,5228,66,75,70.6,38
4920,DUF3100,Stockholm,56,258,13326,232,245,238.0,42
4921,DUF3102,Stockholm,35,155,4568,122,154,130.5,53
4922,DUF3103,Stockholm,8,367,2766,329,362,345.8,47
4923,DUF3104,Stockholm,3,74,208,68,72,69.3,42
4924,DUF3105,Stockholm,104,188,13376,123,151,128.6,36
4925,DUF3106,Stockholm,53,110,5394,98,106,101.8,33
4926,DUF3107,Stockholm,82,87,5989,71,82,73.0,44
4927,DUF3108,Stockholm,144,424,34827,221,303,241.9,18
4928,DUF3109,Stockholm,89,207,16143,175,192,181.4,47
4929,DUF3110,Stockholm,46,105,4000,83,93,87.0,51
4930,DUF3112,Stockholm,32,297,6923,183,239,216.3,43
4931,DUF3113,Stockholm,2,60,120,60,60,60.0,57
4932,DUF3114,Stockholm,7,350,1831,254,274,261.6,35
4933,DUF3116,Stockholm,8,91,678,83,88,84.8,29
4934,DUF3117,Stockholm,18,50,897,49,50,49.8,63
4935,DUF3119,Stockholm,49,203,5865,111,169,119.7,43
4936,DUF3120,Stockholm,39,222,7819,192,207,200.5,52
4937,DUF3122,Stockholm,34,146,4551,128,144,133.9,36
4938,DUF3123,Stockholm,59,81,3627,46,69,61.5,50
4939,DUF3124,Stockholm,72,134,8823,117,130,122.5,41
4940,DUF3126,Stockholm,36,63,2234,58,63,62.1,42
4941,DUF3127,Stockholm,82,112,7085,82,100,86.4,36
4942,DUF3128,Stockholm,114,152,9473,72,113,83.1,31
4943,DUF3130,Stockholm,3,96,267,88,90,89.0,32
4944,DUF3131,Stockholm,30,435,11051,360,383,368.4,37
4945,DUF3134,Stockholm,45,79,3145,67,75,69.9,41
4946,DUF3135,Stockholm,22,81,1767,75,81,80.3,31
4947,DUF3136,Stockholm,5,64,319,63,64,63.8,57
4948,DUF3137,Stockholm,49,237,6884,129,151,140.5,24
4949,DUF3138,Stockholm,2,525,1015,491,524,507.5,63
4950,DUF3139,Stockholm,15,117,1223,75,91,81.5,23
4951,DUF3140,Stockholm,73,122,6829,87,106,93.5,44
4952,DUF3141,Stockholm,15,600,8672,564,594,578.1,52
4953,DUF3142,Stockholm,6,232,1281,199,230,213.5,47
4954,DUF3143,Stockholm,45,77,2906,61,75,64.6,48
4955,DUF3144,Stockholm,27,87,2074,71,86,76.8,33
4956,DUF3145,Stockholm,43,172,6717,152,162,156.2,50
4957,DUF3146,Stockholm,31,83,2470,74,82,79.7,61
4958,DUF3147,Stockholm,7,113,768,107,111,109.7,37
4959,DUF3148,Stockholm,41,63,2542,61,63,62.0,51
4960,DUF3149,Stockholm,29,42,1157,36,41,39.9,31
4961,DUF3150,Stockholm,21,294,5379,242,271,256.1,32
4962,DUF3151,Stockholm,66,162,8469,123,140,128.3,54
4963,DUF3152,Stockholm,9,227,1853,188,211,205.9,51
4964,DUF3153,Stockholm,9,256,1787,164,227,198.6,20
4965,DUF3155,Stockholm,4,88,352,88,88,88.0,64
4966,DUF3156,Stockholm,7,164,1113,155,161,159.0,33
4967,DUF3157,Stockholm,5,226,1005,183,223,201.0,35
4968,DUF3158,Stockholm,7,161,1092,155,158,156.0,56
4969,DUF3159,Stockholm,21,218,3973,185,205,189.2,35
4970,DUF316,Stockholm,9,332,2515,268,296,279.4,20
4971,DUF3160,Stockholm,32,868,20483,607,696,640.1,32
4972,DUF3161,Stockholm,2,83,166,83,83,83.0,45
4973,DUF3164,Stockholm,15,200,2918,193,197,194.5,43
4974,DUF3165,Stockholm,6,81,484,79,81,80.7,44
4975,DUF3168,Stockholm,43,160,5017,104,131,116.7,18
4976,DUF3169,Stockholm,23,274,5518,230,248,239.9,21
4977,DUF3172,Stockholm,31,145,4283,132,142,138.2,54
4978,DUF3173,Stockholm,14,72,823,57,72,58.8,39
4979,DUF3175,Stockholm,29,88,2484,80,86,85.7,62
4980,DUF3176,Stockholm,163,212,18058,102,123,110.8,28
4981,DUF3177,Stockholm,45,217,8560,175,201,190.2,49
4982,DUF3179,Stockholm,44,510,12813,257,349,291.2,32
4983,DUF3180,Stockholm,94,162,12885,130,148,137.1,30
4984,DUF3181,Stockholm,43,101,3833,87,96,89.1,47
4985,DUF3182,Stockholm,18,381,6327,341,361,351.5,45
4986,DUF3185,Stockholm,28,73,1647,55,64,58.8,34
4987,DUF3187,Stockholm,8,344,2567,311,332,320.9,23
4988,DUF3188,Stockholm,10,53,489,47,52,48.9,31
4989,DUF3189,Stockholm,44,153,6415,138,149,145.8,33
4990,DUF3192,Stockholm,17,116,1743,95,109,102.5,43
4991,DUF3194,Stockholm,7,88,587,82,87,83.9,28
4992,DUF3195,Stockholm,2,85,166,81,85,83.0,38
4993,DUF3196,Stockholm,4,301,1103,264,288,275.8,21
4994,DUF3197,Stockholm,8,117,902,110,116,112.8,40
4995,DUF3198,Stockholm,7,50,345,47,50,49.3,41
4996,DUF3199,Stockholm,5,133,626,121,130,125.2,51
4997,DUF3201,Stockholm,2,153,300,149,151,150.0,53
4998,DUF3203,Stockholm,5,76,362,67,74,72.4,35
4999,DUF3206,Stockholm,1,128,128,128,128,128.0,100
5000,DUF3208,Stockholm,12,121,1330,104,119,110.8,56
5001,DUF3209,Stockholm,11,126,1340,115,126,121.8,45
5002,DUF321,Stockholm,29,25,664,20,25,22.9,49
5003,DUF3211,Stockholm,13,176,1798,130,156,138.3,29
5004,DUF3212,Stockholm,3,121,360,119,121,120.0,49
5005,DUF3213,Stockholm,2,85,166,82,84,83.0,45
5006,DUF3215,Stockholm,14,80,1026,71,78,73.3,35
5007,DUF3216,Stockholm,2,91,182,91,91,91.0,43
5008,DUF3217,Stockholm,3,104,302,94,104,100.7,59
5009,DUF3218,Stockholm,1,213,213,213,213,213.0,100
5010,DUF3219,Stockholm,3,98,281,90,98,93.7,47
5011,DUF3220,Stockholm,1,106,106,106,106,106.0,100
5012,DUF3221,Stockholm,23,95,1875,74,90,81.5,26
5013,DUF3222,Stockholm,2,75,149,74,75,74.5,62
5014,DUF3223,Stockholm,68,110,5062,69,86,74.4,34
5015,DUF3224,Stockholm,43,154,5407,118,136,125.7,32
5016,DUF3225,Stockholm,16,130,2008,122,129,125.5,52
5017,DUF3226,Stockholm,86,409,18528,187,265,215.4,28
5018,DUF3228,Stockholm,18,221,3489,181,204,193.8,49
5019,DUF3231,Stockholm,22,171,3571,156,167,162.3,25
5020,DUF3232,Stockholm,3,157,435,126,157,145.0,37
5021,DUF3234,Stockholm,3,96,282,92,95,94.0,49
5022,DUF3237,Stockholm,156,412,24340,138,195,156.0,24
5023,DUF3238,Stockholm,3,194,580,193,194,193.3,64
5024,DUF3239,Stockholm,24,137,2974,117,130,123.9,39
5025,DUF3240,Stockholm,6,102,604,99,102,100.7,27
5026,DUF3242,Stockholm,4,133,512,127,129,128.0,34
5027,DUF3243,Stockholm,49,79,3847,76,79,78.5,39
5028,DUF3244,Stockholm,12,109,1188,95,104,99.0,24
5029,DUF3245,Stockholm,11,166,1506,86,151,136.9,37
5030,DUF3246,Stockholm,5,327,1227,230,258,245.4,42
5031,DUF3247,Stockholm,2,92,184,92,92,92.0,42
5032,DUF3248,Stockholm,9,66,569,63,65,63.2,55
5033,DUF325,Stockholm,1,73,73,73,73,73.0,100
5034,DUF3251,Stockholm,5,166,801,157,166,160.2,40
5035,DUF3253,Stockholm,46,102,3739,75,90,81.3,37
5036,DUF3255,Stockholm,1,123,123,123,123,123.0,100
5037,DUF3256,Stockholm,36,208,6976,186,199,193.8,31
5038,DUF3258,Stockholm,2,116,208,97,111,104.0,22
5039,DUF326,Stockholm,48,21,997,20,21,20.8,36
5040,DUF3261,Stockholm,46,247,6493,132,175,141.2,23
5041,DUF3262,Stockholm,17,78,1273,69,77,74.9,29
5042,DUF3263,Stockholm,56,76,4121,71,76,73.6,54
5043,DUF3265,Stockholm,3,28,84,28,28,28.0,55
5044,DUF3267,Stockholm,81,137,8560,100,116,105.7,20
5045,DUF3268,Stockholm,10,128,1195,116,121,119.5,39
5046,DUF3269,Stockholm,2,73,146,73,73,73.0,99
5047,DUF327,Stockholm,93,200,13283,134,161,142.8,27
5048,DUF3270,Stockholm,8,97,687,82,90,85.9,27
5049,DUF3271,Stockholm,3,248,743,247,248,247.7,55
5050,DUF3272,Stockholm,3,62,183,60,62,61.0,33
5051,DUF3273,Stockholm,11,275,2887,258,267,262.5,32
5052,DUF3274,Stockholm,5,339,1452,273,309,290.4,34
5053,DUF3275,Stockholm,8,233,1628,197,212,203.5,48
5054,DUF3276,Stockholm,32,144,3989,114,136,124.7,46
5055,DUF3278,Stockholm,8,131,1020,126,129,127.5,23
5056,DUF3280,Stockholm,30,154,4093,131,140,136.4,33
5057,DUF3281,Stockholm,1,267,267,267,267,267.0,100
5058,DUF3283,Stockholm,7,61,424,59,61,60.6,49
5059,DUF3284,Stockholm,24,128,2844,110,124,118.5,24
5060,DUF3285,Stockholm,25,44,1091,42,44,43.6,63
5061,DUF3287,Stockholm,4,137,476,104,135,119.0,23
5062,DUF3288,Stockholm,41,105,3681,83,101,89.8,48
5063,DUF3289,Stockholm,8,281,2155,260,274,269.4,39
5064,DUF3290,Stockholm,19,151,2731,141,147,143.7,30
5065,DUF3291,Stockholm,40,169,5624,132,158,140.6,44
5066,DUF3292,Stockholm,41,795,26289,617,708,641.2,46
5067,DUF3293,Stockholm,43,97,3140,67,80,73.0,31
5068,DUF3294,Stockholm,26,252,5525,197,223,212.5,42
5069,DUF3295,Stockholm,39,764,19585,478,562,502.2,43
5070,DUF3297,Stockholm,28,71,1987,70,71,71.0,60
5071,DUF3298,Stockholm,204,180,16482,72,112,80.8,20
5072,DUF3299,Stockholm,46,251,6764,131,190,147.0,37
5073,DUF3300,Stockholm,33,347,7847,224,276,237.8,42
5074,DUF3301,Stockholm,68,98,6364,87,96,93.6,30
5075,DUF3302,Stockholm,10,77,756,72,77,75.6,52
5076,DUF3303,Stockholm,148,124,13621,88,102,92.0,24
5077,DUF3304,Stockholm,49,169,5207,86,133,106.3,35
5078,DUF3305,Stockholm,33,173,4699,128,154,142.4,33
5079,DUF3306,Stockholm,38,183,4450,105,136,117.1,30
5080,DUF3307,Stockholm,13,160,1597,113,149,122.8,27
5081,DUF3309,Stockholm,54,51,2622,45,51,48.6,56
5082,DUF3310,Stockholm,20,78,1191,55,64,59.5,39
5083,DUF3311,Stockholm,17,66,1030,59,64,60.6,25
5084,DUF3313,Stockholm,48,274,8898,179,206,185.4,21
5085,DUF3314,Stockholm,11,205,1796,151,199,163.3,47
5086,DUF3316,Stockholm,24,196,3160,110,154,131.7,25
5087,DUF3318,Stockholm,41,192,5789,135,146,141.2,34
5088,DUF3319,Stockholm,6,95,531,85,91,88.5,47
5089,DUF3320,Stockholm,52,50,2561,47,50,49.2,31
5090,DUF3322,Stockholm,50,227,9149,175,196,183.0,24
5091,DUF3323,Stockholm,54,313,11491,199,253,212.8,25
5092,DUF3324,Stockholm,62,174,8708,132,158,140.5,28
5093,DUF3325,Stockholm,40,116,4091,98,109,102.3,30
5094,DUF3326,Stockholm,46,381,15529,329,351,337.6,57
5095,DUF333,Stockholm,59,51,2775,44,50,47.0,39
5096,DUF3330,Stockholm,3,72,209,68,72,69.7,67
5097,DUF3331,Stockholm,2,94,184,91,93,92.0,41
5098,DUF3332,Stockholm,37,222,6180,159,176,167.0,32
5099,DUF3333,Stockholm,67,172,10085,140,165,150.5,33
5100,DUF3334,Stockholm,18,262,4098,221,261,227.7,60
5101,DUF3335,Stockholm,36,232,7389,198,225,205.2,41
5102,DUF3336,Stockholm,143,233,20669,130,180,144.5,32
5103,DUF3337,Stockholm,71,287,11954,145,204,168.4,34
5104,DUF3339,Stockholm,60,69,3999,63,68,66.7,52
5105,DUF334,Stockholm,3,123,363,119,123,121.0,37
5106,DUF3340,Stockholm,141,205,19940,125,172,141.4,26
5107,DUF3344,Stockholm,47,508,13193,254,323,280.7,23
5108,DUF3346,Stockholm,3,225,675,225,225,225.0,79
5109,DUF3347,Stockholm,48,96,4206,72,95,87.6,26
5110,DUF3348,Stockholm,20,311,4932,224,303,246.6,40
5111,DUF3349,Stockholm,48,101,4491,87,100,93.6,43
5112,DUF3350,Stockholm,13,64,772,49,64,59.4,52
5113,DUF3352,Stockholm,88,843,47409,502,600,538.7,24
5114,DUF3360,Stockholm,5,506,2460,483,506,492.0,59
5115,DUF3362,Stockholm,8,184,1209,138,174,151.1,49
5116,DUF3363,Stockholm,21,429,7950,365,390,378.6,40
5117,DUF3364,Stockholm,58,68,3233,53,62,55.7,46
5118,DUF3365,Stockholm,196,388,33015,155,193,168.4,21
5119,DUF3367,Stockholm,33,913,22176,629,725,672.0,42
5120,DUF3368,Stockholm,92,49,4263,43,49,46.3,29
5121,DUF3369,Stockholm,80,224,13520,157,177,169.0,24
5122,DUF3370,Stockholm,60,594,25323,386,462,422.1,50
5123,DUF3371,Stockholm,50,266,6723,93,186,134.5,37
5124,DUF3373,Stockholm,22,519,9027,390,426,410.3,35
5125,DUF3375,Stockholm,61,594,28699,453,516,470.5,25
5126,DUF3376,Stockholm,9,989,4726,473,588,525.1,21
5127,DUF3377,Stockholm,28,80,1992,68,74,71.1,39
5128,DUF3378,Stockholm,29,78,2180,72,77,75.2,34
5129,DUF3379,Stockholm,17,277,4011,227,248,235.9,33
5130,DUF3381,Stockholm,159,262,25225,138,206,158.6,34
5131,DUF3382,Stockholm,67,124,6568,92,106,98.0,23
5132,DUF3383,Stockholm,19,683,9441,447,601,496.9,25
5133,DUF3384,Stockholm,78,917,37385,421,713,479.3,23
5134,DUF3385,Stockholm,106,301,17276,145,217,163.0,36
5135,DUF3386,Stockholm,46,244,9699,207,216,210.8,45
5136,DUF3387,Stockholm,94,472,31331,318,356,333.3,33
5137,DUF3388,Stockholm,11,193,2078,183,190,188.9,65
5138,DUF3389,Stockholm,13,76,971,72,76,74.7,44
5139,DUF3391,Stockholm,153,251,19886,115,161,130.0,20
5140,DUF3392,Stockholm,22,105,2295,101,105,104.3,35
5141,DUF3394,Stockholm,45,222,8259,176,191,183.5,33
5142,DUF3396,Stockholm,18,227,3673,192,212,204.1,27
5143,DUF3397,Stockholm,45,121,5005,107,115,111.2,22
5144,DUF3399,Stockholm,22,108,1741,73,96,79.1,56
5145,DUF3400,Stockholm,41,49,1863,44,48,45.4,57
5146,DUF3402,Stockholm,62,883,28748,357,642,463.7,43
5147,DUF3403,Stockholm,34,49,1535,42,49,45.1,40
5148,DUF3404,Stockholm,8,272,2061,250,263,257.6,36
5149,DUF3405,Stockholm,113,999,59693,458,655,528.3,41
5150,DUF3408,Stockholm,24,163,3177,121,150,132.4,23
5151,DUF3410,Stockholm,47,113,3884,74,93,82.6,33
5152,DUF3412,Stockholm,56,123,6765,112,123,120.8,55
5153,DUF3413,Stockholm,34,297,8469,241,269,249.1,35
5154,DUF3417,Stockholm,230,138,24881,101,124,108.2,37
5155,DUF3418,Stockholm,210,1307,125831,564,741,599.2,34
5156,DUF3419,Stockholm,84,588,32295,349,421,384.5,35
5157,DUF3420,Stockholm,7,55,325,41,55,46.4,30
5158,DUF3421,Stockholm,118,153,13475,108,122,114.2,31
5159,DUF3422,Stockholm,90,543,37703,404,450,418.9,36
5160,DUF3425,Stockholm,34,331,4740,114,220,139.4,25
5161,DUF3426,Stockholm,97,252,14445,134,180,148.9,23
5162,DUF3427,Stockholm,83,455,22893,250,329,275.8,26
5163,DUF3429,Stockholm,138,228,20388,132,166,147.7,28
5164,DUF3431,Stockholm,142,436,32209,210,286,226.8,39
5165,DUF3432,Stockholm,6,108,575,93,98,95.8,57
5166,DUF3433,Stockholm,360,194,33055,86,124,91.8,21
5167,DUF3435,Stockholm,19,502,7868,359,455,414.1,28
5168,DUF3437,Stockholm,89,118,7868,81,92,88.4,36
5169,DUF3438,Stockholm,14,294,3874,268,290,276.7,53
5170,DUF3439,Stockholm,20,126,2400,111,125,120.0,89
5171,DUF3440,Stockholm,24,190,4376,179,186,182.3,54
5172,DUF3443,Stockholm,24,468,8863,354,384,369.3,39
5173,DUF3444,Stockholm,98,308,20405,194,235,208.2,34
5174,DUF3445,Stockholm,237,715,59457,225,334,250.9,28
5175,DUF3446,Stockholm,18,164,1902,94,117,105.7,38
5176,DUF3447,Stockholm,575,162,44148,71,98,76.8,45
5177,DUF3450,Stockholm,60,265,14465,229,248,241.1,28
5178,DUF3452,Stockholm,44,227,6142,128,189,139.6,29
5179,DUF3455,Stockholm,27,250,4367,133,204,161.7,31
5180,DUF3456,Stockholm,67,207,10098,118,181,150.7,30
5181,DUF3458,Stockholm,86,144,8382,88,103,97.5,37
5182,DUF3458_C,Stockholm,185,486,59854,304,357,323.5,34
5183,DUF3459,Stockholm,73,131,6644,83,107,91.0,23
5184,DUF346,Stockholm,20,44,788,35,43,39.4,39
5185,DUF3460,Stockholm,39,59,2259,55,59,57.9,43
5186,DUF3461,Stockholm,6,132,759,125,129,126.5,44
5187,DUF3463,Stockholm,59,159,7967,131,140,135.0,46
5188,DUF3464,Stockholm,45,194,6680,137,180,148.4,39
5189,DUF3465,Stockholm,6,127,744,123,127,124.0,55
5190,DUF3466,Stockholm,11,924,6779,571,683,616.3,30
5191,DUF3467,Stockholm,20,212,1940,84,152,97.0,26
5192,DUF347,Stockholm,255,100,13530,49,69,53.1,29
5193,DUF3470,Stockholm,174,55,7253,39,47,41.7,40
5194,DUF3471,Stockholm,48,153,4767,82,116,99.3,20
5195,DUF3472,Stockholm,28,202,4834,161,178,172.6,39
5196,DUF3473,Stockholm,80,193,10393,124,151,129.9,38
5197,DUF3474,Stockholm,17,205,2317,124,145,136.3,53
5198,DUF3475,Stockholm,45,58,2553,54,58,56.7,45
5199,DUF3479,Stockholm,67,207,10756,155,175,160.5,31
5200,DUF348,Stockholm,355,69,14572,37,51,41.0,29
5201,DUF3480,Stockholm,27,421,9519,330,376,352.6,46
5202,DUF3481,Stockholm,4,84,327,80,83,81.8,67
5203,DUF3482,Stockholm,32,357,9273,276,316,289.8,34
5204,DUF3483,Stockholm,16,249,3489,207,230,218.1,45
5205,DUF3485,Stockholm,94,314,18987,184,225,202.0,19
5206,DUF3487,Stockholm,15,128,1733,111,120,115.5,37
5207,DUF3489,Stockholm,26,71,1737,64,68,66.8,44
5208,DUF349,Stockholm,619,109,46165,69,81,74.6,24
5209,DUF3490,Stockholm,37,169,5942,151,166,160.6,53
5210,DUF3491,Stockholm,7,992,6583,927,954,940.4,39
5211,DUF3492,Stockholm,25,321,6850,255,286,274.0,31
5212,DUF3493,Stockholm,64,84,4741,69,84,74.1,39
5213,DUF3496,Stockholm,26,118,2804,103,111,107.8,47
5214,DUF3498,Stockholm,23,707,11847,480,600,515.1,47
5215,DUF3499,Stockholm,46,205,5793,111,159,125.9,52
5216,DUF350,Stockholm,213,80,11641,50,65,54.7,24
5217,DUF3500,Stockholm,79,614,25763,298,366,326.1,34
5218,DUF3501,Stockholm,46,202,8670,180,193,188.5,35
5219,DUF3502,Stockholm,116,195,15449,125,147,133.2,29
5220,DUF3504,Stockholm,42,208,6940,155,176,165.2,37
5221,DUF3509,Stockholm,9,88,769,83,88,85.4,29
5222,DUF3511,Stockholm,55,47,2464,42,47,44.8,53
5223,DUF3512,Stockholm,33,241,6134,179,206,185.9,38
5224,DUF3514,Stockholm,5,265,1280,250,260,256.0,35
5225,DUF3515,Stockholm,41,240,6539,149,184,159.5,34
5226,DUF3516,Stockholm,74,602,34542,448,507,466.8,49
5227,DUF3517,Stockholm,56,556,22416,312,438,400.3,24
5228,DUF3519,Stockholm,10,120,1028,71,113,102.8,32
5229,DUF3520,Stockholm,77,239,14048,167,202,182.4,46
5230,DUF3522,Stockholm,50,234,9218,169,207,184.4,24
5231,DUF3524,Stockholm,40,198,6785,163,184,169.6,37
5232,DUF3525,Stockholm,2,453,817,364,453,408.5,66
5233,DUF3526,Stockholm,40,186,6117,142,170,152.9,21
5234,DUF3527,Stockholm,28,421,9647,313,371,344.5,34
5235,DUF3528,Stockholm,23,192,2949,120,151,128.2,52
5236,DUF3530,Stockholm,13,424,4098,280,391,315.2,26
5237,DUF3531,Stockholm,44,156,6278,138,146,142.7,51
5238,DUF3533,Stockholm,25,455,9537,357,401,381.5,26
5239,DUF3535,Stockholm,122,847,55890,417,557,458.1,27
5240,DUF3536,Stockholm,59,338,16810,275,303,284.9,41
5241,DUF3537,Stockholm,41,459,15891,375,399,387.6,40
5242,DUF3539,Stockholm,39,107,3364,82,96,86.3,51
5243,DUF354,Stockholm,2,349,678,338,340,339.0,38
5244,DUF3540,Stockholm,18,213,3534,182,209,196.3,27
5245,DUF3541,Stockholm,11,234,2467,220,228,224.3,49
5246,DUF3543,Stockholm,82,504,22317,213,347,272.2,38
5247,DUF3544,Stockholm,10,213,1942,186,204,194.2,69
5248,DUF3545,Stockholm,12,66,697,54,61,58.1,40
5249,DUF3549,Stockholm,25,371,8419,327,345,336.8,36
5250,DUF3551,Stockholm,13,131,1041,74,114,80.1,38
5251,DUF3553,Stockholm,23,58,1146,48,56,49.8,52
5252,DUF3556,Stockholm,20,599,11492,560,583,574.6,50
5253,DUF3557,Stockholm,30,197,4568,143,164,152.3,22
5254,DUF3558,Stockholm,101,291,17465,156,196,172.9,17
5255,DUF356,Stockholm,18,107,1906,105,107,105.9,39
5256,DUF3560,Stockholm,20,130,2452,118,128,122.6,31
5257,DUF3561,Stockholm,9,109,956,103,109,106.2,53
5258,DUF3562,Stockholm,5,60,296,58,60,59.2,33
5259,DUF3563,Stockholm,4,64,234,56,64,58.5,41
5260,DUF3564,Stockholm,11,125,1300,114,123,118.2,40
5261,DUF3565,Stockholm,25,58,1435,56,58,57.4,55
5262,DUF3566,Stockholm,76,125,8877,107,123,116.8,38
5263,DUF3567,Stockholm,21,104,1904,77,103,90.7,43
5264,DUF3568,Stockholm,13,156,1621,118,139,124.7,26
5265,DUF357,Stockholm,61,84,4366,66,77,71.6,34
5266,DUF3570,Stockholm,17,708,7602,401,520,447.2,30
5267,DUF3572,Stockholm,40,84,3338,80,84,83.5,37
5268,DUF3573,Stockholm,3,424,1154,362,418,384.7,51
5269,DUF3574,Stockholm,41,118,4224,98,110,103.0,36
5270,DUF3575,Stockholm,62,262,11259,172,201,181.6,36
5271,DUF3576,Stockholm,31,103,3101,93,102,100.0,48
5272,DUF3577,Stockholm,21,151,2782,126,144,132.5,41
5273,DUF3579,Stockholm,37,96,3288,84,94,88.9,45
5274,DUF3581,Stockholm,20,226,4336,209,222,216.8,48
