AC,ID,DE,TP
RF01169,SNORD112,Small nucleolar RNA SNORD112,Gene; snRNA; snoRNA; CD-box;
RF01170,snoU61,Small nucleolar RNA U61,Gene; snRNA; snoRNA; CD-box;
RF01171,snoR4,Small nucleolar RNA snoR4,Gene; snRNA; snoRNA; CD-box;
RF01172,sn2343,Small nucleolar RNA sn2343,Gene; snRNA; snoRNA; CD-box;
RF01173,snoU105B,Small nucleolar RNA U105B,Gene; snRNA; snoRNA; CD-box;
RF01174,snoU43,Small nucleolar RNA U43,Gene; snRNA; snoRNA; CD-box;
RF01175,snoU83D,Small nucleolar RNA U83,Gene; snRNA; snoRNA; CD-box;
RF01176,snR78,Small nucleolar RNA snR78,Gene; snRNA; snoRNA; CD-box;
RF01177,snR67,Small nucleolar RNA snR67,Gene; snRNA; snoRNA; CD-box;
RF01178,snoR77Y,Small nucleolar RNA snoR77Y,Gene; snRNA; snoRNA; CD-box;
RF01179,snoU83,Small nucleolar RNA U83,Gene; snRNA; snoRNA; CD-box;
RF01180,snoR110,Small nucleolar RNA snoR110,Gene; snRNA; snoRNA; HACA-box;
RF01181,snR77,Small nucleolar RNA snR77,Gene; snRNA; snoRNA; CD-box;
RF01182,SNORD11,Small nucleolar RNA SNORD11,Gene; snRNA; snoRNA; CD-box;
RF01183,SNORD19B,Small nucleolar RNA SNORD19B,Gene; snRNA; snoRNA; CD-box;
RF01184,snR79,Small nucleolar RNA snR79,Gene; snRNA; snoRNA; CD-box;
RF01185,snR75,Small nucleolar RNA snR75,Gene; snRNA; snoRNA; CD-box;
RF01186,SNORD127,Small nucleolar RNA SNORD127,Gene; snRNA; snoRNA; CD-box;
RF01188,snR56,Small nucleolar RNA snR56,Gene; snRNA; snoRNA; CD-box;
RF01189,sn1502,Small nucleolar RNA sn1502,Gene; snRNA; snoRNA; CD-box;
RF01190,snR50,Small nucleolar RNA snR50,Gene; snRNA; snoRNA; CD-box;
RF01191,SNORD121A,Small nucleolar RNA SNORD121A,Gene; snRNA; snoRNA; CD-box;
RF01192,SNORD11B,Small nucleolar RNA SNORD11B,Gene; snRNA; snoRNA; CD-box;
RF01193,snoR20a,Small nucleolar RNA snoR20a,Gene; snRNA; snoRNA; CD-box;
RF01194,sn2903,Small nucleolar RNA sn2903,Gene; snRNA; snoRNA; CD-box;
RF01195,snR52,Small nucleolar RNA snR52,Gene; snRNA; snoRNA; CD-box;
RF01196,snoZ30a,Small nucleolar RNA Z30a,Gene; snRNA; snoRNA; CD-box;
RF01197,snR39,Small nucleolar RNA snR39,Gene; snRNA; snoRNA; CD-box;
RF01198,snoR69Y,Small nucleolar RNA snoR69Y,Gene; snRNA; snoRNA; CD-box;
RF01199,snR58,Small nucleolar RNA snR58,Gene; snRNA; snoRNA; CD-box;
RF01200,SNORD125,Small nucleolar RNA SNORD125,Gene; snRNA; snoRNA; CD-box;
RF01201,snR40,Small nucleolar RNA snR40,Gene; snRNA; snoRNA; CD-box;
RF01202,sn2991,Small nucleolar RNA sn2991,Gene; snRNA; snoRNA; CD-box;
RF01203,snR47,Small nucleolar RNA snR47,Gene; snRNA; snoRNA; CD-box;
RF01204,snR65,Small nucleolar RNA snR65,Gene; snRNA; snoRNA; HACA-box;
RF01205,snR62,Small nucleolar RNA snR62,Gene; snRNA; snoRNA; CD-box;
RF01206,snoR109,Small nucleolar RNA snoR109,Gene; snRNA; snoRNA; HACA-box;
RF01207,snR73,Small nucleolar RNA snR73,Gene; snRNA; snoRNA; CD-box;
RF01208,snoR99,Small nucleolar RNA snoR99,Gene; snRNA; snoRNA; HACA-box;
RF01209,snR76,Small nucleolar RNA snR76,Gene; snRNA; snoRNA; CD-box;
RF01210,snoU13,Small nucleolar RNA U13,Gene; snRNA; snoRNA; CD-box;
RF01211,SNORD124,Small nucleolar RNA SNORD124,Gene; snRNA; snoRNA; CD-box;
RF01212,sn2524,Small nucleolar RNA sn2524,Gene; snRNA; snoRNA; CD-box;
RF01213,snoR103,Small nucleolar RNA snoR103,Gene; snRNA; snoRNA; HACA-box;
RF01214,snR51,Small nucleolar RNA snR51,Gene; snRNA; snoRNA; CD-box;
RF01215,snoR97,Small nucleolar RNA snoR97,Gene; snRNA; snoRNA; HACA-box;
RF01216,snR87,Small nucleolar RNA snR87,Gene; snRNA; snoRNA; CD-box;
RF01218,snR41,Small nucleolar RNA snR41,Gene; snRNA; snoRNA; CD-box;
RF01219,snoR100,Small nucleolar RNA snoR100,Gene; snRNA; snoRNA; HACA-box;
RF01220,snoR104,Small nucleolar RNA snoR104,Gene; snRNA; snoRNA; HACA-box;
RF01221,snoU6-47,Small nucleolar RNA U6-47,Gene; snRNA; snoRNA; CD-box;
RF01222,sn2417,Small nucleolar RNA sn2417,Gene; snRNA; snoRNA; CD-box;
RF01223,snR13,Small nucleolar RNA snR13,Gene; snRNA; snoRNA; CD-box;
RF01224,snoR80,Small nucleolar RNA snoR80,Gene; snRNA; snoRNA; HACA-box;
RF01225,ACA64,Small nucleolar RNA ACA64,Gene; snRNA; snoRNA; HACA-box;
RF01226,snoZ5,Small nucleolar RNA Z5,Gene; snRNA; snoRNA; CD-box;
RF01227,snoR83,Small nucleolar RNA snoR83,Gene; snRNA; snoRNA; HACA-box;
RF01228,snoR111,Small nucleolar RNA snoR111,Gene; snRNA; snoRNA; HACA-box;
RF01229,SNORA84,Small nucleolar RNA SNORA84,Gene; snRNA; snoRNA; HACA-box;
RF01230,snoR77,Small nucleolar RNA snoR77,Gene; snRNA; snoRNA; HACA-box;
RF01231,snoR74,Small nucleolar RNA snoR74,Gene; snRNA; snoRNA; HACA-box;
RF01232,snoR442,Small nucleolar RNA R442,Gene; snRNA; snoRNA; CD-box;
RF01233,snoU109,Small nucleolar RNA U109,Gene; snRNA; snoRNA; HACA-box;
RF01234,SNORA47,Small nucleolar RNA SNORA47,Gene; snRNA; snoRNA; HACA-box;
RF01235,snR68,Small nucleolar RNA snR68,Gene; snRNA; snoRNA; CD-box;
RF01236,snoU19,Small nucleolar RNA U19,Gene; snRNA; snoRNA; HACA-box;
RF01237,snR161,Small nucleolar RNA snR161,Gene; snRNA; snoRNA; HACA-box;
RF01238,snR70,Small nucleolar RNA snR70,Gene; snRNA; snoRNA; CD-box;
RF01239,snR49,Small nucleolar RNA snR49,Gene; snRNA; snoRNA; HACA-box;
RF01240,snR85,Small nucleolar RNA snR85,Gene; snRNA; snoRNA; HACA-box;
RF01241,SNORA81,Small nucleolar RNA SNORA81,Gene; snRNA; snoRNA; HACA-box;
RF01242,snR36,Small nucleolar RNA snR36,Gene; snRNA; snoRNA; HACA-box;
RF01243,snR33,Small nucleolar RNA snR33,Gene; snRNA; snoRNA; HACA-box;
RF01244,snR4,Small nucleolar RNA snR4,Gene; snRNA; snoRNA; CD-box;
RF01245,snR9,Small nucleolar RNA snR9,Gene; snRNA; snoRNA; HACA-box;
RF01246,snR81,Small nucleolar RNA snR81,Gene; snRNA; snoRNA; HACA-box;
RF01247,snR32,Small nucleolar RNA snR32,Gene; snRNA; snoRNA; HACA-box;
RF01248,snR8,Small nucleolar RNA snR8,Gene; snRNA; snoRNA; HACA-box;
RF01249,snR190,Small nucleolar RNA snR190,Gene; snRNA; snoRNA; CD-box;
RF01250,snR189,Small nucleolar RNA snR189,Gene; snRNA; snoRNA; HACA-box;
RF01251,snR3,Small nucleolar RNA snR3,Gene; snRNA; snoRNA; HACA-box;
RF01252,snR5,Small nucleolar RNA snR5,Gene; snRNA; snoRNA; HACA-box;
RF01253,snR46,Small nucleolar RNA snR46,Gene; snRNA; snoRNA; HACA-box;
RF01254,snR34,Small nucleolar RNA snR34,Gene; snRNA; snoRNA; HACA-box;
RF01255,snR35,Small nucleolar RNA snR35,Gene; snRNA; snoRNA; HACA-box;
RF01256,snR43,Small nucleolar RNA snR43,Gene; snRNA; snoRNA; HACA-box;
RF01257,snR31,Small nucleolar RNA snR31,Gene; snRNA; snoRNA; HACA-box;
RF01258,snR10,Small nucleolar RNA snR10,Gene; snRNA; snoRNA; HACA-box;
RF01259,snR63,Small nucleolar RNA snR63,Gene; snRNA; snoRNA; CD-box;
RF01260,snR11,Small nucleolar RNA snR11,Gene; snRNA; snoRNA; HACA-box;
RF01261,snR82,Small nucleolar RNA snR82,Gene; snRNA; snoRNA; HACA-box;
RF01262,snR44,Small nucleolar RNA snR44,Gene; snRNA; snoRNA; HACA-box;
RF01263,snR191,Small nucleolar RNA snR191,Gene; snRNA; snoRNA; HACA-box;
RF01264,snR83,Small nucleolar RNA snR83,Gene; snRNA; snoRNA; HACA-box;
RF01265,snR42,Small nucleolar RNA snR42,Gene; snRNA; snoRNA; HACA-box;
RF01266,snR45,Small nucleolar RNA snR45,Gene; snRNA; snoRNA; CD-box;
RF01267,snR37,Small nucleolar RNA snR37,Gene; snRNA; snoRNA; HACA-box;
RF01268,SCARNA2,Small Cajal body-specific RNA 2,Gene; snRNA; snoRNA; scaRNA;
RF01269,snR80,Small nucleolar RNA snR80,Gene; snRNA; snoRNA; HACA-box;
RF01270,snR84,Small nucleolar RNA snR84,Gene; snRNA; snoRNA; HACA-box;
RF01271,snR30,Small nucleolar RNA snR30,Gene; snRNA; snoRNA; HACA-box;
RF01272,snR86,Small nucleolar RNA snR86,Gene; snRNA; snoRNA; HACA-box;
RF01273,sR34,Small nucleolar RNA sR34,Gene; snRNA; snoRNA; CD-box;
RF01274,sR45,Small nucleolar RNA sR45,Gene; snRNA; snoRNA; CD-box;
RF01275,sR22,Small nucleolar RNA sR22,Gene; snRNA; snoRNA; CD-box;
RF01276,sR53,Small nucleolar RNA sR53,Gene; snRNA; snoRNA; CD-box;
RF01277,snoU54,Small nucleolar RNA U54,Gene; snRNA; snoRNA; CD-box;
RF01278,SNORD109A,Small nucleolar RNA SNORD109A,Gene; snRNA; snoRNA; CD-box;
RF01279,snoR53Y,Small nucleolar RNA snoR53Y,Gene; snRNA; snoRNA; CD-box;
RF01280,snoR14,Small nucleolar RNA snoR14,Gene; snRNA; snoRNA; CD-box;
RF01281,snoR35,Small nucleolar RNA snoR35,Gene; snRNA; snoRNA; CD-box;
RF01283,snoU30,Small nucleolar RNA U30,Gene; snRNA; snoRNA; CD-box;
RF01284,snoR8a,Small nucleolar RNA snoR8a,Gene; snRNA; snoRNA; CD-box;
RF01285,snoU31b,Small nucleolar RNA U31b,Gene; snRNA; snoRNA; CD-box;
RF01286,snoR26,Small nucleolar RNA snoR26,Gene; snRNA; snoRNA; CD-box;
RF01287,snoR27,Small nucleolar RNA snoR27,Gene; snRNA; snoRNA; CD-box;
RF01288,snoR31,Small nucleolar RNA snoR31,Gene; snRNA; snoRNA; CD-box;
RF01289,snoR17,Small nucleolar RNA snoR17,Gene; snRNA; snoRNA; CD-box;
RF01290,SNORD10,Small nucleolar RNA SNORD10,Gene; snRNA; snoRNA; CD-box;
RF01291,SNORD97,Small nucleolar RNA SNORD97,Gene; snRNA; snoRNA; CD-box;
RF01292,snoR2,Small nucleolar RNA snoR2/U65,Gene; snRNA; snoRNA; HACA-box;
RF01293,ACA59,Small nucleolar RNA ACA59,Gene; snRNA; snoRNA; HACA-box;
RF01294,snoU89,Small nucleolar RNA U89,Gene; snRNA; snoRNA; HACA-box;
RF01295,SCARNA7,Small Cajal body-specific RNA 7,Gene; snRNA; snoRNA; scaRNA;
RF01296,snoU85,Small nucleolar RNA U85,Gene; snRNA; snoRNA; HACA-box;
RF01297,sR40,Small nucleolar RNA sR40,Gene; snRNA; snoRNA; CD-box;
RF01298,snoU25,Small nucleolar RNA U25,Gene; snRNA; snoRNA; CD-box;
RF01299,SNORD2,Small nucleolar RNA SNORD2,Gene; snRNA; snoRNA; CD-box;
RF01300,snoU49,Small nucleolar RNA U49,Gene; snRNA; snoRNA; CD-box;
RF01301,snoR4a,Small nucleolar RNA snoR4a,Gene; snRNA; snoRNA; CD-box;
RF01302,snoU36a,SnoRNA U36a,Gene; snRNA; snoRNA; CD-box;
RF01303,sR49,Small nucleolar RNA sR49,Gene; snRNA; snoRNA; CD-box;
RF01304,sR5,Small nucleolar RNA sR5,Gene; snRNA; snoRNA; CD-box;
RF01305,sR51,Small nucleolar RNA sR51,Gene; snRNA; snoRNA; CD-box;
RF01306,sR52,Small nucleolar RNA sR52,Gene; snRNA; snoRNA; CD-box;
RF01307,sR55,Small nucleolar RNA sR55,Gene; snRNA; snoRNA; CD-box;
RF01308,sR58,Small nucleolar RNA sR58,Gene; snRNA; snoRNA; CD-box;
RF01309,sR60,Small nucleolar RNA sR60,Gene; snRNA; snoRNA; CD-box;
RF01310,sR7,Small nucleolar RNA sR7,Gene; snRNA; snoRNA; CD-box;
RF01312,sR9,Small nucleolar RNA sR9,Gene; snRNA; snoRNA; CD-box;
RF01313,AHBV_epsilon,Avian HBV RNA encapsidation signal epsilon,Cis-reg;
RF01314,mir-1227,microRNA mir-1227,Gene; miRNA;
RF01315,CRISPR-DR2,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01316,CRISPR-DR3,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01317,CRISPR-DR4,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01318,CRISPR-DR5,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01319,CRISPR-DR6,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01320,CRISPR-DR7,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01321,CRISPR-DR8,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01322,CRISPR-DR9,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01323,CRISPR-DR10,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01324,CRISPR-DR11,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01325,CRISPR-DR12,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01326,CRISPR-DR13,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01327,CRISPR-DR14,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01328,CRISPR-DR17,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01329,CRISPR-DR15,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01330,CRISPR-DR16,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01331,CRISPR-DR18,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01332,CRISPR-DR19,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01333,CRISPR-DR20,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01334,CRISPR-DR21,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01335,CRISPR-DR22,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01336,CRISPR-DR23,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01337,CRISPR-DR24,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01338,CRISPR-DR25,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01339,CRISPR-DR27,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01340,CRISPR-DR29,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01341,CRISPR-DR30,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01342,CRISPR-DR32,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01343,CRISPR-DR33,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01344,CRISPR-DR34,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01345,CRISPR-DR35,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01346,CRISPR-DR36,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01347,CRISPR-DR37,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01348,CRISPR-DR38,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01349,CRISPR-DR40,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01350,CRISPR-DR41,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01351,CRISPR-DR42,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01352,CRISPR-DR43,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01353,CRISPR-DR44,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01354,CRISPR-DR45,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01355,CRISPR-DR26,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01356,CRISPR-DR28,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01357,CRISPR-DR31,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01358,CRISPR-DR39,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01359,CRISPR-DR46,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01360,CRISPR-DR47,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01361,CRISPR-DR48,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01362,CRISPR-DR49,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01363,CRISPR-DR50,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01364,CRISPR-DR51,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01365,CRISPR-DR52,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01366,CRISPR-DR53,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01367,CRISPR-DR54,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01368,CRISPR-DR55,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01369,CRISPR-DR56,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01370,CRISPR-DR57,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01371,CRISPR-DR58,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01373,CRISPR-DR60,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01374,CRISPR-DR61,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01375,CRISPR-DR62,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01376,CRISPR-DR63,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01377,CRISPR-DR64,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01378,CRISPR-DR65,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01379,CRISPR-DR66,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01380,HIV-1_SD,Human immunodeficiency virus type 1 major splice donor,Cis-reg;
RF01381,HIV-1_SL3,HIV-1 stem-loop 3 Psi packaging signal,Cis-reg;
RF01382,HIV-1_SL4,HIV-1 stem-loop 4 packaging signal,Cis-reg;
RF01383,GRIK4_3p_UTR,GRIK4 3 prime UTR element,Gene;
RF01384,InvR,Invasion gene-associated RNA,Gene;
RF01385,isrA,isrA Hfq binding RNA,Gene; sRNA;
RF01386,isrB,isrB Hfq binding RNA,Gene; sRNA;
RF01387,isrC,isrC Hfq binding RNA,Gene; sRNA;
RF01388,isrD,isrD Hfq binding RNA,Gene; sRNA;
RF01389,isrF,isrF Hfq binding RNA,Gene; sRNA;
RF01390,isrG,isrG Hfq binding RNA,Gene; sRNA;
RF01391,isrH,isrH Hfq binding RNA,Gene; sRNA;
RF01392,isrI,isrI Hfq binding RNA,Gene; sRNA;
RF01393,isrJ,isrJ Hfq binding RNA,Gene; sRNA;
RF01394,isrK,isrK Hfq binding RNA,Gene; sRNA;
RF01395,isrL,isrL Hfq binding RNA,Gene; sRNA;
RF01396,isrN,isrN Hfq binding RNA,Gene; sRNA;
RF01397,isrO,isrO Hfq binding RNA,Gene; sRNA;
RF01398,isrP,isrP Hfq binding RNA,Gene; sRNA;
RF01399,isrQ,isrQ Hfq binding RNA,Gene; sRNA;
RF01400,istR,istR Hfq binding RNA,Gene; antitoxin;
RF01401,rseX,rseX Hfq binding RNA,Gene; sRNA;
RF01402,STnc150,STnc150 Hfq binding RNA,Gene; sRNA;
RF01403,STnc290,STnc290 Hfq binding RNA,Gene; sRNA;
RF01404,PinT,PinT (STnc440) Hfq binding RNA,Gene; sRNA;
RF01405,STnc490,STnc490 Hfq binding RNA,Gene; sRNA;
RF01406,STnc500,STnc500 Hfq binding RNA,Gene; sRNA;
RF01407,STnc560,STnc560 Hfq binding RNA,Gene; sRNA;
RF01408,sraL,sraL Hfq binding RNA,Gene; sRNA;
RF01409,STnc250,STnc250 Hfq binding RNA,Gene; sRNA;
RF01410,BsrC,BsrC,Gene; sRNA;
RF01411,BsrF,BsrF,Gene; sRNA;
RF01412,BsrG,BsrG,Gene; sRNA;
RF01413,miR-430,miR-430 microRNA precursor family,Gene; miRNA;
RF01414,Dicty_Class_I_RNA,Class I RNA from Dictyostelium,Gene;
RF01415,Flavivirus_SLIV,Flavivirus 3'UTR stem loop IV,Cis-reg;
RF01416,NrrF,NrrF RNA,Gene; antisense;
RF01417,RSV_RNA,Retroviral 3'UTR stability element,Cis-reg;
RF01418,HIV_POL-1_SL,HIV pol-1 stem loop,Cis-reg;
RF01419,IsrR,Antisense RNA which regulates isiA expression,Gene; antisense;
RF01420,snoR113,Small nucleolar RNA snoR113,Gene; snRNA; snoRNA; CD-box;
RF01421,snoR114,small nucleolar RNA snoR114,Gene; snRNA; snoRNA; CD-box;
RF01422,snoR116,small nucleolar RNA snoR116,Gene; snRNA; snoRNA; CD-box;
RF01423,snoR117,small nucleolar RNA snoR117,Gene; snRNA; snoRNA; CD-box;
RF01424,snoR118,small nucleolar RNA snoR118,Gene; snRNA; snoRNA; CD-box;
RF01425,snoR121,small nucleolar RNA snoR121,Gene; snRNA; snoRNA; CD-box;
RF01426,snoR126,small nucleolar RNA snoR126,Gene; snRNA; snoRNA; CD-box;
RF01427,snoR127,small nucleolar RNA snoR127,Gene; snRNA; snoRNA; CD-box;
RF01428,snoR128,small nucleolar RNA snoR128,Gene; snRNA; snoRNA; CD-box;
RF01429,snoR130,small nucleolar RNA snoR130,Gene; snRNA; snoRNA; CD-box;
RF01430,snoR134,small nucleolar RNA snoR134,Gene; snRNA; snoRNA; HACA-box;
RF01431,snoR135,small nucleolar RNA snoR135,Gene; snRNA; snoRNA; HACA-box;
RF01432,snoR143,small nucleolar RNA snoR143,Gene; snRNA; snoRNA; HACA-box;
RF01433,snoR137,small nucleolar RNA snoR137,Gene; snRNA; snoRNA; HACA-box;
RF01434,S_pombe_snR3,small nucleolar RNA snR3,Gene; snRNA; snoRNA; HACA-box;
RF01435,S_pombe_snR5,small nucleolar RNA snR5,Gene; snRNA; snoRNA; HACA-box;
RF01436,S_pombe_snR33,small nucleolar RNA snR33,Gene; snRNA; snoRNA; HACA-box;
RF01437,S_pombe_snR10,small nucleolar RNA snR10,Gene; snRNA; snoRNA; HACA-box;
RF01438,S_pombe_snR35,small nucleolar RNA snR35,Gene; snRNA; snoRNA; HACA-box;
RF01439,S_pombe_snR36,small nucleolar RNA snR36,Gene; snRNA; snoRNA; HACA-box;
RF01440,S_pombe_snR42,small nucleolar RNA snR42,Gene; snRNA; snoRNA; HACA-box;
RF01441,S_pombe_snR46,small nulceolar RNA snR46,Gene; snRNA; snoRNA; HACA-box;
RF01442,S_pombe_snR90,small nucleolar RNA snR90,Gene; snRNA; snoRNA; HACA-box;
RF01443,S_pombe_snR91,small nucleolar RNA snR91,Gene; snRNA; snoRNA; HACA-box;
RF01444,S_pombe_snR92,small nucleolar RNA snR92,Gene; snRNA; snoRNA; HACA-box;
RF01445,S_pombe_snR94,small nucleolar RNA snR94,Gene; snRNA; snoRNA; HACA-box;
RF01446,S_pombe_snR95,small nucleolar RNA snR95,Gene; snRNA; snoRNA; HACA-box;
RF01447,S_pombe_snR98,small nucleolar RNA snR98,Gene; snRNA; snoRNA; HACA-box;
RF01448,S_pombe_snR93,small nucleolar RNA snR93,Gene; snRNA; snoRNA; HACA-box;
RF01449,S_pombe_snR100,small nucleolar RNA snR100,Gene; snRNA; snoRNA; HACA-box;
RF01450,S_pombe_snR96,small nucleolar RNA snR96,Gene; snRNA; snoRNA; HACA-box;
RF01451,S_pombe_snR97,small nucleolar RNA snR97,Gene; snRNA; snoRNA; HACA-box;
RF01452,S_pombe_snR99,small nucleolar RNA snR99,Gene; snRNA; snoRNA; HACA-box;
RF01453,RCNMV_TE_DR1,3'TE-DR1 translation enhancer element,Cis-reg;
RF01454,RCNMV_5UTR,5'UTR enhancer element,Cis-reg;
RF01455,DPB,Stem loopII regulatory element in POLB,Cis-reg;
RF01456,VrrA,Vibrio regulatory RNA of OmpA,Gene; antisense;
RF01457,rli22,Listeria sRNA rli22,Gene; sRNA;
RF01458,rli23,Listeria snRNA rli23,Gene; antisense;
RF01459,rliE,Listeria sRNA rliE,Gene; sRNA;
RF01460,rliH,Listeria sRNA rliH,Gene; sRNA;
RF01461,rli24,Listeria sRNA rli22,Gene; sRNA;
RF01462,rli26,Listeria sRNA rli26,Gene; sRNA;
RF01463,rli27,Listeria sRNA rli27,Gene; sRNA;
RF01464,rliA,Listeria sRNA rliA,Gene; sRNA;
RF01465,rli31,Listeria sRNA rli31,Gene; sRNA;
RF01466,rli34,Listeria sRNA rli34,Gene; sRNA;
RF01467,rli36,Listeria sRNA rli36,Gene; sRNA;
RF01468,rli32,Listeria sRNA rli32,Gene; sRNA;
RF01469,rli33,Listeria sRNA rli33,Gene; sRNA;
RF01470,rli38,Listeria sRNA rli38,Gene; sRNA;
RF01471,rliB,Listeria sRNA rliB,Gene; sRNA;
RF01472,rli40,Listeria sRNA rli40,Gene; sRNA;
RF01473,rli41,Listeria sRNA rli41,Gene; sRNA;
RF01474,rli42,Listeia sRNA rli42,Gene; sRNA;
RF01475,rli45,Listeria snRNA rli45,Gene; antisense;
RF01476,rliF,Listeria sRNA rliF,Gene; sRNA;
RF01477,rli43,Listeria sRNA rli43,Gene; sRNA;
RF01478,rli47,Listeria sRNA rli47,Gene; sRNA;
RF01479,rli48,Listeria sRNA rli48,Gene; sRNA;
RF01480,rli52,Listeria sRNA rli52,Cis-reg;
RF01481,rli53,Listeria sRNA rli53,Cis-reg;
RF01482,AdoCbl_riboswitch,AdoCbl riboswitch,Cis-reg; riboswitch;
RF01483,rli56,Listeria sRNA rli56,Cis-reg;
RF01484,rli59,Listeria sRNA rli59,Cis-reg;
RF01485,rli61,Listeria sRNA rli61,Cis-reg;
RF01486,rli62,Listeria sRNA rli62,Cis-reg;
RF01487,rliI,Listeria sRNA rliI,Gene; sRNA;
RF01488,rli49,Listeria sRNA rli49,Gene; sRNA;
RF01489,sbrA,Listeria sRNA sbrA,Gene; sRNA;
RF01490,rli51,Listeria snRNA rli51,Cis-reg;
RF01491,rli54,Listeria sRNA rli54,Cis-reg;
RF01492,rli28,Listeria sRNA rli28,Gene; sRNA;
RF01493,rli37,Listeria sRNA rli37,Gene; sRNA;
RF01494,rliD,Listeria sRNA rliD,Gene; antisense;
RF01495,ACAT,Human acetyl-coA cholesterol acyltransferase mRNA,Cis-reg;
RF01496,Afu_182,A. fumigatus sRNA Afu_182,Gene; sRNA;
RF01497,ALIL,ALIL pseudoknot,Cis-reg;
RF01498,Afu_190,A. fumigatus snoRNA Afu_190,Gene; snRNA; snoRNA; CD-box;
RF01499,Afu_191,A. fumigatus snoRNA Afu_191,Gene; snRNA; snoRNA; CD-box;
RF01500,Afu_198,A. fumigatus snoRNA Afu_198,Gene; snRNA; snoRNA; CD-box;
RF01501,Afu_199,A. fimigatus snoRNA Afu_199,Gene; snRNA; snoRNA; CD-box;
RF01502,Fungi_SRP,Fungal signal recognition particle RNA,Gene;
RF01503,Afu_203,A. fumigatus sRNA Afu_203,Gene; sRNA;
RF01504,Afu_254,A. fumigatus sRNA Afu_254,Gene; sRNA;
RF01505,Afu_264,A. fumigatus snoRNA Afu_264,Gene; snRNA; snoRNA; CD-box;
RF01506,Afu_294,A. fumigatus snoRNA Afu_294,Gene; snRNA; snoRNA; CD-box;
RF01507,Afu_298,A. fimigatus snoRNA Afu_298,Gene; snRNA; snoRNA; CD-box;
RF01508,BYDV_5_UTR,Barley yellow dwarf virus 5'UTR,Cis-reg;
